id,name,details,gender,category
Men:ACCESSORIES:72,4-PACK OF NO-SHOW SOCKS,Pack of no-show ankle socks made of a cotton blend fabric. Ribbed trims.,Men,ACCESSORIES
Men:ACCESSORIES:74,4-PACK OF NO-SHOW SOCKS,Pack of four pairs of no-show ankle socks made of a spun cotton blend fabric. Ribbed trims.,Men,ACCESSORIES
Men:ACCESSORIES:76,4-PACK OF NO-SHOW SOCKS,Pack of four pairs of no-show socks made of a cotton blend fabric. Ribbed trims.,Men,ACCESSORIES
Men:ACCESSORIES:78,4-PACK OF NO-SHOW SOCKS,Pack of 4 pairs of no-show socks made of a spun cotton blend fabric. Ribbed trims.,Men,ACCESSORIES
Men:ACCESSORIES:87,PACK OF 3 STRIPED SOCKS,Ribbed knit socks with ribbed elastic trims. Contrast stripe detail.,Men,ACCESSORIES
Men:ACCESSORIES:93,ROLLTOP SPORTS BACKPACK,"Multi-pocket backpack. Combination of materials on the exterior. The main compartment fastens with a zip and rolls up with clip buckles on both sides. It also opens from the front with a zip closure. Two small front pockets with thermo-sealed zip fastening. Featuring two adjustable mesh pockets on the sides. Top handle and two adjustable, breathable shoulder straps. Each compartment has a thermo-sealed zip closure. Ergonomic padded back for improved comfort during use. Adjustable chest with clip buckle fastening.",Men,ACCESSORIES
Men:ACCESSORIES:94,TECHNICAL BUCKET HAT,Bucket hat made of breathable stretch fabric. Adjustable matching drawstring.Zara Athleticz.,Men,ACCESSORIES
Men:ACCESSORIES:95,NYLON BELT BAG,Soft belt bag. Technical fabric upper. Main compartment with zip closure. Front pocket with technical clasp. Adjustable handle with clip buckle.,Men,ACCESSORIES
Men:ACCESSORIES:96,ATHLETICZ LAKEN® 0.75L / 25 oz THERMOS BOTTLE,"Thermos bottle made of LAKEN® brand stainless steel. It has a cap with a screw-type closure and an automatic button to drink through the mouthpiece. 0.75 capacity.- Free of BPA, phthalates or other harmful substances.- Internal coating of polyamide varnish, free of epoxy resin, totally safe and very resistant, which completely insulates thecontent and protects it. It does not break or crack due to dents or blows- Does not retain or impart flavours- Reusable and recyclable- Hermetic closureView more",Men,ACCESSORIES
Men:ACCESSORIES:97,TECHNICAL BUCKET HAT,Hat made of lightweight technical fabric. Featuring a wide brim with topstitching detail and adjustable chin tie.Zara Athleticz.,Men,ACCESSORIES
Men:ACCESSORIES:98,TECHNICAL BACKPACK,"Multi-pocket backpack. The main compartment has zip closure and its interior has three small pockets with zip closure. Featuring two large front pockets, one with zip and the other with adjustable fastening. Side pockets with adjustable fastening. Top handle and two adjustable shoulder straps. Ergonomic padded back for improved comfort during use. Adjustable strap on the chest with clip buckle fastening.",Men,ACCESSORIES
